query,ai_engine,model,timestamp,response_length,response_quality,total_citations,your_brand_mentioned,competitors_mentioned,total_brands_mentioned,contains_recommendations,contains_specific_products,mention_context,top_competitors
best mineral sunscreen 2024,openai,gpt-4,2025-08-15T00:17:25.361946,1953,0.9000000000000001,7,False,4,4,True,True,,"coola, eltamd, neutrogena"
best mineral sunscreen 2024,openai,gpt-3.5-turbo,2025-08-15T00:17:17.770366,2374,0.9000000000000001,4,False,4,4,True,False,,"coola, bare republic, eltamd"
best mineral sunscreen 2024,anthropic,claude-3-5-sonnet-20241022,2025-08-15T00:17:25.757003,2676,0.8,3,False,3,3,True,True,,"eltamd, cerave, supergoop"
best mineral sunscreen 2024,google,gemini-1.5-pro,2025-08-15T00:17:29.022359,4224,0.9000000000000001,6,False,6,6,True,True,,"eltamd, blue lizard, supergoop"
top rated zinc oxide sunscreen,openai,gpt-4,2025-08-15T00:17:26.292591,1857,0.9000000000000001,6,False,3,3,True,True,,"eltamd, neutrogena, blue lizard"
top rated zinc oxide sunscreen,openai,gpt-3.5-turbo,2025-08-15T00:17:21.750933,1912,0.9000000000000001,5,False,5,5,True,True,,"eltamd, thinkbaby, blue lizard"
top rated zinc oxide sunscreen,anthropic,claude-3-5-sonnet-20241022,2025-08-15T00:17:32.468204,2221,0.8,3,False,3,3,True,False,,"eltamd, cerave, thinksport"
top rated zinc oxide sunscreen,google,gemini-1.5-pro,2025-08-15T00:17:41.513716,4217,0.9000000000000001,7,False,6,6,True,True,,"eltamd, thinkbaby, blue lizard"
mineral powder sunscreen recommendations,openai,gpt-4,2025-08-15T00:17:41.005555,2397,0.7,2,False,1,1,True,False,,supergoop
mineral powder sunscreen recommendations,openai,gpt-3.5-turbo,2025-08-15T00:17:33.297777,2202,0.6000000000000001,1,True,0,1,True,True,**Brush On Block Mineral Sunscreen Powder SPF 30**: Brush On Block offers a mineral sunscreen powder with an SPF of 30 that is water-resistant and easy to apply,
mineral powder sunscreen recommendations,anthropic,claude-3-5-sonnet-20241022,2025-08-15T00:17:38.525604,1960,0.5,0,False,0,0,True,False,,
mineral powder sunscreen recommendations,google,gemini-1.5-pro,2025-08-15T00:17:47.664036,3796,0.8,3,True,2,3,True,False,* **Brush On Block Mineral Powder Sunscreen SPF 30:**  A more budget-friendly option that still provides good protection,"thinkbaby, supergoop"
best reef safe sunscreen,openai,gpt-4,2025-08-15T00:17:51.156684,2600,0.9000000000000001,12,False,5,5,True,True,,"badger, blue lizard, all good"
best reef safe sunscreen,openai,gpt-3.5-turbo,2025-08-15T00:17:41.624663,1824,0.8,4,False,4,4,True,False,,"sun bum, thinksport, all good"
best reef safe sunscreen,anthropic,claude-3-5-sonnet-20241022,2025-08-15T00:17:50.916719,1767,0.9000000000000001,4,False,3,3,True,False,,"thinksport, all good, badger"
best reef safe sunscreen,google,gemini-1.5-pro,2025-08-15T00:17:55.588703,3579,0.9000000000000001,9,False,9,9,True,True,,"eltamd, thinkbaby, blue lizard"
dermatologist recommended mineral sunscreen,openai,gpt-4,2025-08-15T00:17:54.011288,2261,0.8,3,False,3,3,True,True,,"eltamd, neutrogena, blue lizard"
dermatologist recommended mineral sunscreen,openai,gpt-3.5-turbo,2025-08-15T00:17:50.732969,2076,0.7,2,False,2,2,True,True,,"eltamd, cerave"
dermatologist recommended mineral sunscreen,anthropic,claude-3-5-sonnet-20241022,2025-08-15T00:18:01.795814,2468,0.8,3,False,3,3,True,False,,"eltamd, cerave, neutrogena"
dermatologist recommended mineral sunscreen,google,gemini-1.5-pro,2025-08-15T00:18:05.028139,3717,0.9000000000000001,4,False,3,3,True,False,,"eltamd, cerave, supergoop"
best mineral sunscreen for face,openai,gpt-4,2025-08-15T00:18:07.014079,2864,0.9000000000000001,17,False,4,4,True,True,,"coola, eltamd, aveeno"
best mineral sunscreen for face,openai,gpt-3.5-turbo,2025-08-15T00:17:58.716053,2345,0.8,3,False,3,3,True,True,,"coola, eltamd, supergoop"
best mineral sunscreen for face,anthropic,claude-3-5-sonnet-20241022,2025-08-15T00:18:06.608569,2388,0.8,3,False,3,3,True,False,,"eltamd, cerave, supergoop"
best mineral sunscreen for face,google,gemini-1.5-pro,2025-08-15T00:18:13.356551,4079,0.9000000000000001,5,False,4,4,True,True,,"eltamd, cerave, drunk elephant"
high SPF mineral sunscreen,openai,gpt-4,2025-08-15T00:18:16.543082,2334,0.9000000000000001,7,False,3,3,True,True,,"coola, eltamd, neutrogena"
